414,yaVmaAeZjHY,"to whom is this ad targeted?","digital web site hosts"
415,e3BHJtaLzEM,"what is the plane hitting when it lands?","a floating  bowie"
416,Wip-afyQIx4,"A man is getting himself made up to look like Salvador Dali.  Is there a resemblance?","No, the resemblance is very faint."
417,wQRZGr0TYxI,"what is the last man in the video wearing?","a suit and tie"
418,sJKpe4ZRpYc,"how many punches the man in the background throws?","six"
419,SkvG9lC2vGE,"A fully loaded dump truck appears to be barreling down a dirt road","Barreling up a mountain of dirt."
420,cWQ8ovgRDnE,"Is this funny?","No.  Embarassing, not funny."
421,liAOl5cZ4r0,"What happens after the man fires the gun?","A helicopter is shot down.  "
422,es4Z-AZq9Jk,"What does this video show?","It displays all the sides of a Sony Walkman digital player."
423,x0B5YI0FQfs,"What does the man say during and after the video?","The man at the blackboard is demonstrating a math problem."
424,utOkPycFfm4,"After eviscerating the buffalo what is the bear doing?","Pulling the still alive buffalo into a ravine."
425,rH7PfzVFOi8,"What happens after a children's bedroom is changed? ","A bedroom is divided in half to give each child their own space."
426,gB-XPcxJ0tQ,"how many earrings we see?","two"
427,u5Jb_LYI9yI,"how many brooms in the video?","one"
428,beUKTjTq5lY,"Can you name some animals","Of course!  "
429,W2D5Qyjx7_o,"Where does a man land when he jumps off a cliff?","The man end up in a gorge full with water."
430,UVanArBg6Ys,"Besides the clapping","An electric guitar."
431,i_2Cs9IvtYw,"how many people in the golf carts?","four"
432,gquVR4okSP4,"what kind of camera is this?","Single reflex film camera"
433,_S01dlFzx1A,"Why is the golfer upset?","His ball hits a bird on the freeway."
434,xBBN--wHzhc,"Why did this mother leave her kids alone in the car?","To play poker."
435,i3G5iAxKano,"what is the tall structure behind the women ?","Water Tower"
436,hoblXtXn-Bs,"Does a gucci belt make someone stronger?","Yes, the weights wewighed more than three tons."
437,tkoRUGu8s50,"Why is the man in the tuxedo standing on a red carpet?","He has become famous as a magician."
438,gPXeVhjceUs,"How did people react to an American flag put on the floor in a school?","Everyone showed their respect by walking around the flag and not stepping on it."
439,nKmDM-Tssl4,"What does the animated video demonstrate?","The man came to the classroom unprepared to take notes. He wants to borrow a pen or a pencil."
440,VnhRJfiEfUI,"Why are the windshield wipers going?","It's beginning to rain."
441,gdc8ETgSHLg,"What does the displayed text message say at the beginning of this video?","The treasure is cursed, just don't look directly at it!"
442,tEy31PrXyWg,"What reason did the man give for dating a Russian girl before his girl showed up?","She's hotter,she can keep up with you at the bar and she has lots of friends for more plan B."
443,NzjpRGyKVJs,"What is the man doing kneeling in a garden?","The man is picking peppers and putting them in a pile."
444,PBeZg5sF-RM,"what is the second item the player is pointing at?","the ball"
445,hs7i02yQZeQ,"What does the cat character do after it is threatened with a cartoon sword?","It gets angry and rips up the field it is standing on and flies off into the sky."
446,hg57Yrvcim8,"What is the person doing at the end of the video?","He is massaging the hamster in his hand."
447,s-qoTiEfJVo,"Are all the tricks kicks legal?","Yes, they got into the net!"
448,kzq0d3dzf_o,"On how many fingers is the woman wearing rings?","Two"
449,VNXU8kFQX-8,"What color clothes is the kidnapper wearing?","Black."
450,fd1RCw8fIEA,"What artificial sounds are heard in this video?","The honking of horns of vehicles."
451,jdFRTgZ05VU,"What happens at the end of the anime video?","The character with the sword finally stabs the other character and causes her to explode."
452,ttBo17kE4RM,"What sound is made when the shark puppet eats the pastry?","Grunts."
453,nHVZOSEOAys,"What is the first sound heard in this video?","The sound of someone sucking the last bit of liquid up a straw from a cup."
454,Xrlw20Yj_5M,"Why did a young man yell out after being in a room with other people on their computers? ","The young man yelled out because he beat them in a game they were playing on their computers."
455,vWYhMdTCjAc,"Why does the man lift the drainage grating?","He lifts them to cut the grass that is growing under them."
456,zG0RUAcAY5c,"How does the gate attendant tell the passenger they can't get on the plane?","The gate attendant dances while the words show up on the top of the screen."
457,pnvHTly_YAk,"Why is a man walking in water?","The man is walking in water trying to give the illusion he is on top of the water."
458,zYs1cbUXzc0,"What do the two young women do in the video?","They both dance in synchrony with the music being played."
459,sTzCrS0O3kc,"What indications are there that this might be a wedding ceremony?","The woman is wearing a very ornate gown with an extremely long train, with a man in a suit by her side."
460,gNqbGXZUyGI,"What happens to the car in the video?","It is being driven in a car rally race at very fast speeds."
461,muXHn6lJLuw,"what did the moose do when he saw the hunter?","sounded his voice to warn other moose"
462,hESyrje1O8I,"What happens by the end of the video in the volleyball game?","One team is scoring more than the other team."
463,azYW3gr-5ew,"At the end of the video what does the woman do to the man who keeps  holding up his hand in front of her face over and over again?","She slaps him repeatedly."
464,PenuWAlR3NY,"What does a lady approaching a couple seem surprised about?","A woman approaches a couple and is surprised to see the woman is pregnant."
465,nnGeSf0TL4g,"Do the waves in the paper affect the drawing?","No, the waves move top to bottom. the  drawing moves left to right."
466,frM5X89yV6E,"Where are the two men standing?","They are in the doorway into an airplane main cabin."
467,xPcd0uiVo7w,"How many national leaders are the focus of this video?","There are four - Trump, Putin, Modi, and Macron, in this video."
468,_kNSPYPsFaU,"What happens after a boy takes off on his bike?","The boy uses rides his bike on a dirt course."
469,SU2Xk6KrVoI,"What does the caption in this video say?","That's why lion called the king!"
470,qnvB9ImruU0,"What do the parents do with the baby?","When the baby takes an object and runs away, they chase and catch him."
471,agfgj73xZjM,"Where do Katana swards come from?","Japan"
472,p5IlJgeIQf0,"how many motorcycles are moving on this road?","six"
473,pbK6Gmwnr2o,"why is the mother raising her hands?","it is a customary gesture when praising the lord is southern Baptist churches"
474,dCXmwm5NfQo,"What happens after the little boy runs into his mother's arms?","The little girl runs to her mother, also."
475,qzk3TzCSPTA,"What happens at the end of the video?","Princess Charlotte from he Royal family  is seen walking into a church with her family."
476,q6rWFHujLXQ,"How many soccer balls are in the video?","Three"
477,lwSD9dwEGic,"Why is Iruda's voice on the person's phone?","Iruda is the voice of a South Korean chatbot."
478,oMpp34QdOQQ,"What is the young man doing in this video?","He is posing for photographs."
479,uVtl2zA8e4M,"What sound is heard in this video?","Synthesizer."
480,WBqBfRsmybo,"How many shots were fired?","Four"
481,WzpB5m11INE,"What happens to the bride at a wedding ceremony?","The bride experiences fatigue and needs to sit down."
482,pDr3dyGBF4A,"What does the narrator describe in the video?","They give a recipe to make a home made grease cleaner."
483,clq5LG8SsTs,"What does the grown woman do as T.Rex approaches her?","She is startled and starts to run."
484,TLlz9LVs0_M,"Why is a woman dressed in a combat outfit?","The woman is dressed in a combat outfit for a video game."
485,WThM4J-FIm0,"What happens when playing a left right game the wrong item is chosen ?","If the wrong choice is made you get hit of the head with a large plastic hammer."
486,asnEVAKERYw,"What solo instrument is being played in this video?","Piano"
487,Y4d1X5sxnd0,"What is the woman doing to a boy in the bed?","The woman is trying to awaken him and make I'm get up out of the bed."
488,vTSgAnXRQ7I,"Why does the young woman choose to stand next to the young man?","He is the tallest man in the room."
489,SrbNKLjgR6o,"What did the boy in the solid yellow shirt do after being bullied by another boy?","He went to his big brother for help."
490,nKGhn0ko5D4,"Why doesn't the young woman open the door for the young man?","She thinks he is acting creepy."
491,olZeR4B9d1w,"What happens after the man lights a match and holds corn on the cob over it?","The corn explodes into popcorn."
492,uV-4Duv1z_U,"What happened after a man gave instructions to a man dressed in a racing outfit?","The man in the racing outfit drove a motorcycle over hills on a dirt road."
493,mZoV1tWcakk,"what is this hair style called?","African hair braiding"
494,hd-kF0r7vqQ,"how many mufflers on this car?","two"
495,kxZhqXcQXZ4,"What is the video mainly about?","The video is shows the Masters in different sport categories."
496,svRhQkH0VIE,"why did the kicker not score?","the goal keeper made a save"
497,TO6kUYnVdRg,"How many dog ears are examined?","two"
498,tvZ3WQB1E-g,"Why does an adult male kiss a young girl on the cheek?","She's his daughter."
499,eOFhc581frQ,"Why is this woman excited?","She is a fan of the man standing next to her."
500,s9d_Yzegcpk,"What is going on in the video?","It is a video game that involves a character getting shot."
501,qZKaq53Wp5s,"What is the main instrument accompanying these singing sisters?","Drums."
502,s4qpEZPLai4,"What does the male voice say about LeBron's statement in the video?","He says that LeBron James was lying about predicting Kobe Bryant's actions in a recent game."
503,dSkAuydC_tI,"What does the character in the information booth do?","Morphs into an image of the person asking for information."
504,fcHlI8S9OaQ,"what is the first number after the area code?","seven"
505,tGhapGVPtZs,"What does the video show?","It attempts to show how to catch your friends when they are cheating in Minecraft."
506,mX30HDePATc,"What is the man talking about?","He is warning prospective employees about his work rules."
507,ZAtaIluaRvU,"What can this hair brush do after brushing the cat?","It can self clean with retractable bristles so that the accumulated hair just falls off the brush."
508,ge_CNj5CDWc,"Does the man in blue catch the man in black?","No. He gets ahead and waits, but they never touch each other.  "
509,kmXL2_x0caM,"What does the girl with the long brunette hair do in this video?","The brunette girl pushes a boy nearby, then leaves to make it look like her blond friend pushed him."
510,p1VyPbBuoX8,"What made the Go Kart hit the side wall?","The driver drove into the wall while trying to cut off another Go Kart attempting to pass him."
511,QWPX3dAYiMU,"What happens after the man holds his camera next to the water?","A new, seemingly unrelated, image appears."
512,v8jV3fz3Xsw,"What happens to the tee when the club hits the ball?","The tee bends but doesn't break."
513,vco6TeXnj14,"Who are the participants in this video?","Two people wearing large panda bear costumes and a young woman."
514,crg-ncEJRko,"How many times the man kisses the trophy?","Once"
515,eFwF9qIm00A,"What are the people doing?","DANCING."
516,hz_0S55hZaY,"What does the video show?","It shows how a mango juice drink is made."
517,pWOHomYqgKA,"How did the man in the coffin die?","He is Rowen Atkinson and is still alive. This is an internet hoax."
518,eY6_8wrNYQQ,"How many people are seated at the front table in the room?","There are four people at the front of the room."
519,XkHqMJ6wsm4,"What is the first security guard wearing that the second one is not?","A face mask."
520,SsmJsS2v8dc,"What happens by the end of the video?","A chipmunk was trying to open a piece of fruit and finally opened it and took a bite."
521,VzBV4VFDiTg,"How many coins do we see in the video?","Three"
522,d6IoHuruSsc,"What happens after a man chalks his pool stick?","The man hits the red ball with the white ball and the ball goes into the hole."
523,jOONpHLC7ss,"What is the man demonstrating in the video?","He is showing how the telephone can be restored like new."
524,kRwYdZMrS9s,"what is the man eating?","fried chicken drumstick"
525,SYfrSa9bWoA,"Do these people love each other or are they actors in a movie scene?","They love each other."
526,lzhcww3UAQE,"What is the point the first woman is trying to make?","She claims she only uses a little makeup and chapstick."
527,yHG-SeOsdug,"Why does the blond haired animation attack in the last part of the video?","He has heard the threat to himself and to another character and has decided to fight that threat."
528,hZ_omwu0nB0,"what name is the woman saying at the end of the sentence?","Caroline"
529,tuwdAZm7-IU,"How do we know that this video is about flying on an airplane?","The video shows people boarding a plane, seats inside a plane, and a plane window."
530,vnfEx4FFkYE,"Does the man eat the whole watermelon?","yes."
531,j6K0iK9OGqQ,"What are the people in the video doing?","They are riding on an amusment park ride at Disney World"
532,rXHSvJ2LbSo,"What product is the woman demonstrating?","She is showing how a mechanical hand can help her pick items up."
533,vzNMlTJAE-o,"This man is showing four exercises for what part of the body?","For the abdominal muscles."
534,Uo348sBZd84,"What are the last words spoken in this video?","And trains willpower."
535,Xv0-2uf6gQU,"At the end of the video what word does this man say in English?","Screenshot."
536,h96QkZ5hUPw,"What does a model do after she walks out and stands in front of the room?","The model walks through the tables of people modeling her outfit."
537,miDHn5u3-4c,"What do the people in the video represent?","One man, in three roles, shows three disabilities that disappear, which surprises a second man?"
538,un3JHx3RXFE,"What happened in this game between a 12-year-old and an older player?","The 12-year-old is a very good chess player and defeated the older man."
539,S4T1uyzY1VA,"What happens after a wrestler throws the other one to the ground?","The referee throws his arm up to stop them."
540,iOk9AURu-Is,"What happens to a large green leaf in front of a woman?","Different piles of food are laid onto the large leaf."
541,RZPtlWBFiSw,"Why was a white car able to get taller and go over a red and blue set of balls and the red went through it?","The white one could go over and the red one couldn't because it is a video game."
542,mo-TF-yBu5o,"Does the young man offer a song that allows the listener to concentrate?","No, he is playing a crude song that is also too loud to allow a person to concentrate."
543,cLTGwikztSw,"What is the first displayed text in this video?","Pet your cat more aggressively each time."
544,ugpkY_oVRGc,"What can be inferred from these photographs?","That Prince Harry and Meghan Markle have two children."
545,aHG6lmKVjHo,"how many gears does this bike have?","seven"
546,x6pHZTEiP_8,"how many shopping bags are in the video?","one"
547,paIpczy7V68,"Are all the apps he mentions about equal?","Yes!"
548,i3BakVVa0Tw,"What are the two children doing?","They are singing a joke and angering their father so that he hits the boy with his belt."
549,yutTdtCgHQA,"Why is the woman pulling on the man's shirt repeatedly?","She wants his position lower in the selfie she is taking."
550,xx2kzAOjCt8,"What did one character ask another one downstairs in the house?","In the video a character ask if there are any stabbers downstairs before he goes to bed."
551,xHNW_Wvrcp8,"What is the video about?","The video shows a woman in front of a camera speaking a foreign language."
552,eSxDSTHrw6E,"Why is the young woman walking in the street?","She is showing her long, straight, black hair."
553,R5JMydhhGJM,"What happens to the dress by the end of the video?","A woman models a three layer dress from a new collection."
554,rbumFnjNYDk,"What is a man holding his arms open?","A man is holding his arms open in anticipation of hugging a woman running towards him."
555,rz1-zmgucig,"What is the main difference between the two women in the video?","The first one is busy putting on makeup to impress a boy."
556,wid2A58tfww,"The woman is the woman doing in the video?","The woman is demonstrating the best interior shoe rack."
557,kzrsFK7AjVQ,"What was the cowboy working on?","He was working on the fawn."
558,ucCJHVALV1g,"how many goals scored we see?","one"
559,yz8DJQidNbY,"what is the last landscape we see in the video game?","snow covered mountain"
560,qwO0n_PAOYI,"what is behind the older guy as he gets into the frame?","a door"
561,f-NGlUSYlt0,"Why is the woman saying no to so many masks?","She is trying to select the best for a costume ball."
562,rIEHKfzk88I,"What is the message from this video?","The man worked from childhood to make himself educated and wealthy to counter his schoolmates' teasing of him."
563,xeYZ4FDhQCo,"What happens to the man by the end of the video?","An old man is stuck on a balcony with smoke coming from his apartment, is rescued by a group of men that climb up and save him."
564,ceLLU6PZARA,"What are the two people at the beginning of the video there for?","To show the scale of the rock fragments."
565,VoN8bTEfchU,"what was the shape of the ice crystals?","They were shaped like candlesticks."
566,dsfukxXz058,"What is the last sentence in this video?","I'm just a kid."
567,lGJePH69WH0,"Why is a toy that can be changed into many shapes being demonstrated ?","To show how much fun it can be."
568,v5Uy7PN7WWE,"What comparison is being made in this video?","The comparison is between a Redmi 200MP camera and a Xiaomi 50MP camera to determine photo quality."
569,eLcBt2z_6e0,"Why does the man say at the end of the video?","The man asks the boy what's the weather is like where he is."
570,kC5l3X4L9QY,"What happens after a man sees a giant pursuing him? ","He throws a rock at it."
571,n-fhAHlmKCE,"What does a man do with the polishing attachments he puts on a tool?","He uses the polishing tool to polish metal surfaces. "
572,QJU8Pr4h3EE,"How many dancers are on the screen at once?","Six, three in each panel."
573,j2Dig9BHZ74,"Why did the dog give the boy a dirty look?","The dog gave him a dirty look because he was playing a video game and the boy turned it off."
574,mQ_lLveaDYU,"What is the solo instrument being played in this video?","Saxophone."
575,qvpt_IF1H6M,"What happens after the football players in white start running on the field thinking they had won the game?","The team in green thinks they recovered the ball and runs it into the end zone."
576,lWapppx94Us,"what machine is being used in this video?","A cylinder of metal is being shaped on a lathe."
577,koLVOlqQmSw,"what kind of hat the guy in the blue shirt has on?","baseball cap"
578,tykiooyh_YQ,"what are these five people doing?","They are showing what they would look like through an image filter."
579,gjNkCODp5cs,"Why is the woman singing?","She is trying to convey the joy of having a new baby. "
580,p4MYp-NE6-k,"What happens when the night-light turns on after dark on a kindle?","The advantage of having a night light on a kindle is being able to read in the dark."
581,UnDDFkfrlkE,"How does the woman respond to the offer of food?","She refuses it."
582,x0o8X1vLJR8,"What is the name of the wife of Salman Khan?","He isn't married, the women in the pictures are either costars, models, or girlfriends."
583,oKXWrzRieLg,"What does this man do after seven dives in this video?","He does two more dives."
584,ePl9puwYG8Y,"How fast can the young man solve the Rubik's cube?","He solved it in 1.266 seconds"
585,NV0KFyUDMgc,"What happens to the character at the end of the video?","The female character in the video is sad."
586,g73CjxiK_PE,"What happens when the red ice cream melts?","It flows over the white face and drips to the floor."
587,nw8JU5YCMNk,"What does the cheese head tell the bad guy to do?","Open the damned door."
588,PZRWNRUNdII,"What does the mother do when her daughter knocks her bowl of milk over?","The Mother cleans it up and then reassures her everything is fine."
589,lF46eP4FMyA,"After acting out various activities what gesture does the woman make at the end of the video?","She sticks out her middle finger."
590,uJIUjz6U5Us,"What happens after the men hoist steel roof tiles up onto the roof of a building?","The men on top install the steel roof tiles onto the structure."
591,o7Aprj4u_74,"These two dancers are dressed identically except for what thing or things?","Their shoes and a headband."
592,tBNST7zY4yI,"Are these people trying to communicate?","It looks like it, but is hard to say."
593,kJ-QGzgNlZA,"What is the purpose of the video?","It shows what different kinds of clothes are useful for on a bicycle."
594,gujcXzT743U,"What game are they playing?","Curling."
595,gC9pe1zwbCI,"how many times we see a red car in the video?","two"
596,_X5tD54bEJA,"What do the two men do after many,"They both grab the ends and pull down, and in so doing lower the window. "
597,j5eZSn2Xgyc,"Why do some of the people do not have shirts on in the video?","They are on one of the two teams - shirts and skins, playing basketball."
598,hn42mVbUNzE,"What happens to the character celebrating lipstick day?","She gets lipstick on her cheek."
599,m3KpEWhYw40,"when do we see snoop dog first?","after the red shirt rapper"
600,x398K7lXY3c,"What does the man think about the performance of the impact driver?","he is disappointed at how slow the driver performs the specified task."
601,gn7b1EL6WSE,"What instrument is heard in the background in this video?","A piano."
602,pVQrmloMZgA,"What does the happy bee get caught in after jumping from leaf to leaf?","A Venus flytrap."
603,mNWy6Q_GypQ,"What happened after the man painted a simple picture of a cow on the road?","The video shows several cows standing around the painting, but not walking past it."
604,s6tx2AyxMo8,"What can you conclude after listening to this man's talk about genetics","Regardless of your genetic makeup you can still develop abs that you can see."
605,x4fvDep2zIQ,"An irritated young man talks constantly.  Who is he speaking to?","The camera."
606,ZfFz7zXV8eA,"how many microphones we see in the video?","two"
607,S9_f0VjCsFw,"what is the person doing?","mixing soil with the desert sand to allow planting crops"
608,RAmZeMEGg8M,"Is this the new Maserati?","I don't know."
609,mXNVvJfzqrU,"What should be worn when you have nothing to wear?","Old men's work clothes."
610,qAy5n-nUjSE,"What does the voice sound like in this video?","A young girl."
611,d0SQWVYJwjM,"What do the dogs do after jumping on Spiderman?","They jump on Deadpool."
612,RJvsvxsNZBk,"when do we see kids in the video?","after we see the women's palms"
613,nbjBdqsBfrg,"What clues are there that this is a video game?","The graphics are not totally realistic, the reticle can be seen, and the woman decoy would not be alive and making sounds."
614,nxhUhx3DyCE,"Is the man in the video speaking Russian?","No, he is speaking Arabic, only the narrator is speaking Russian."
615,dd_HkXsvd4I,"Why does the hair braid on the left look different?","It is showing how it looks when you braid the wrong way."
616,asH9mS2wkCg,"what is hanging on the wall by the door?","key holder"
617,Sm29eJX75sc,"what color are the ties on the pony tails?","pink"
618,r17UpSqIRgc,"how many dogs in the video?","one"
619,t73UP1GuwJo,"who's poster is up in the square?","Mao Ze Dong"
620,rMK4oEBxhnI,"What is heard at the end of this video?","A tremendous explosion."
621,hOVULfVoK-o,"How would you describe the vocalizations in this video?","A religious chant."
622,ic0ejH4xJdM,"What is the video mainly about?","The video is about a television show featuring Alf."
623,kBqbNWiYU4U,"What does the person in the video think of the new KFC product?","They like the new fried chicken skin."
624,_uYhZoGVJmw,"What does the man at the chalkboard do?","Taps on the board."
625,sPRdQqw_Knk,"did the man score?","yes"
626,xqZzD0pNAJg,"Why does the boy hit three tennis balls in the video?","He is practicing a two handed backswing in tennis."
627,WuvjWmNpLyA,"Does the girl get all the way across on the monkey bars?","YES"
628,r3m6DWuJNA0,"What are the players doing?","Training"
629,dAgerahz00o,"As the camera pans a Chuck E. Cheese restaurant","It bats it's eyes, moves it's mouth, giggles, and raises it's arm."
630,jyV3uK4Q2HI,"What happens when the confetti explodes in the room?","The man pulls the cover off a new motorcycle."
631,ar6rJ-kPQxA,"What is the woman making in this video?","A rangoli design."
632,hrV0qRFmYHQ,"What does the second text say that is displayed in this video?","Me looking at how perfect her butt is:"
633,p71nypfYim0,"If the Soviet Union returned what would be it's third largest city according to this video?","Kyiv in Ukraine."
634,qW1cAiVIJSM,"What is the message from this video?","Men should have their suits professionally tailored to make them look good. They should also match their belt and shoes."
635,x8X4x9Bsh8s,"What happens after a girl gets in a fight with her doll?","The doll tickles the girl's foot."
636,ZO34MwUmeQk,"What happens when water is added to a chunk of frozen meat in a silver bowl?","After water is added to a chunk of meat in a bowl, a person swishes it around and it thaws out."
637,TdAdWFEhr4M,"What happens before a group of people start laughing on the video?","Each one of the people in the group hold up their wrist to show what they have on them."
638,Tsd2zWGy41A,"What happens after a woman uses a curling brush to straighten her hair?","She does it again."
639,ssWO10qxTQU,"how many walls in the video?","two"
640,rNcYMD480uk,"What does the young man do in this video?","He performs a magic trick."
641,YOghg-kBXGY,"What happens by the end of the video?","The woman in the video transforms from a woman dress in normal cloths to a woman dressed in military outfit."
642,nkwSskcAlJ8,"What are the men wandering around in a plaza doing?","The men are maintaining order"
643,l6LZNsoCl0c,"What does the giraffe do in this video?","The giraffe runs away from several lionesses and even kicks one of them as it runs."
644,xkuDAMnAADY,"What happens by the end of the video?","During and after the woman's speech people are applauding."
645,iYlmQoeqtxI,"How is this man able to remove the piece that he wants?","He is melting the adhesive on a soldering iron."
646,sqejwRlDC2A,"When should tomatoes be harvested according to this video?","At the "breaker" stage when the tomato has 30% color or more."
647,oXexyc4FAOU,"What changes about the dog's reaction to the toy?","At first the dog is fascinated by the toy, but after a year, the dog is getting angry with it."
648,mGgkptIudBE,"how many swings?","three"
649,aPGN4IJWlGM,"What is the device in the image?","It's a hypodermic syringe for administering medications."
650,zmLBb36mn2Q,"What does the woman say at the very end of the video?","Hahaha."
651,lkDE4XGqF6k,"how many doors the tent has?","one"
652,jmF7JR5f3pQ,"What does the video convey?","It shows how quickly children can grow and change."
653,oD0nPUogoS0,"how many times the man throws the ball?","twice"
654,f39sNgBld28,"What happens at the end of the video?","The little boy spills something on his white t-shirt."
655,mGMntL2lk6Q,"What is the objective of the activity in this video?","It's a race to see which woman can pop all her balloons first."
656,X-zqHtBx1lc,"Tell me about the pond beneath the power line.","It It carries high voltage into the ground."
657,w0y0wEbGhS4,"What does the young man in the video do?","He shows the woman in each scene respect by being polite to them."
658,alLU9279QHM,"What is happening while music is being played in the street?","People are walking around while a music is being played on a street."
659,ote1Y2j9DgY,"Who are the men standing near the young woman's car?","They are paparazzi waiting to get pictures or interviews of the young woman."
660,v8iV3p8cXeA,"What does the doctor recommend for people on weight loss medication?","take vitamins, increase metabolism, inject slowly every day, and follow a diet, "
661,jfxdbs_o7NA,"Why is the batter wearing a helmet?","To protect his head from the ball"
662,xeNi2gkS0rs,"What happens to the dog and wolf at the end of the video?","After playing,the dog and wolf are eating the same food out of their bowls."
663,Zkb9LsybIgE,"how many mopeds are in the video?","one"
664,muGmCxZ96Q8,"What color is the dancer's outfit?","She's wearing a magenta suit over an orange top."
665,ukL6xZwclEo,"Why does the young woman change her clothes in the video?","She responds to critical comments which are transcribed on the screen."
666,sUarOT9hY44,"What is the dance move called that this man is teaching in the video?","The "Whip""
667,VjvgNYF5sYs,"What design is made after someone uses yarn on fabric?","A green and red heart is made on the beige fabric."
668,ygCx0pujH3c,"Why does the woman in the video react as she does?","She responds to the way the man reacts on eating a bowl of cereal."
669,x4zifsGPeUY,"What does the man in the video do?","He attempts to buy medicine from doctors using a small remote control car."
670,VuqlNnXI6V4,"how many explosions are seen?","one"
671,OTAcbCm3sjs,"What is the woman doing in the video?","The woman is promoting a Samsung Galaxy cell phone?"
672,SN9ZuJDrLs0,"What happens after the man in the white coat appears?","He removes a mole from the woman's upper lip."
673,_3onUCjYhHU,"What happened to the sad girl in the video?","Two people with blue rubber gloves are putting makeup on her at the same time each doing a side of her face."
674,bvrUsiRvUbI,"how many kids in the video?","one"
675,T-UWkMRZ3jk,"What does the woman do after spinning with the shot put?","She throws it as far as she can."
676,szfSoW3xazQ,"Where is the video being shot?","It is in front of a shelf of bags of candies in Thailand."
677,xPNMizehHJ4,"What desired effects will raking the field have?","Most of the weeds will be removed."
678,cr7wuoWFnZE,"what is the last landscape the car is seen in?","snow caped mountains"
679,mhN0cHykavw,"What are the people in this video doing?","They are competing in a volleyball game."
680,xi4L6sWVQuQ,"What are the people doing in the video?","One man has the groom sitting on his shoulders. Another picks up the bride so she can place a garland of flowers around his neck."
681,qn-FCrI2Wkk,"What does this video show the viewer?","It shows two people swimming in the deepest pool in the world."
682,eFqG47dDiQ4,"What does the man say at the end of the video?","Thank you, Mama."
683,qqxAmG3wLsI,"how many successful lifts do we see?","one"
684,gDRaRVBaa8A,"How do the dogs react to the beach?","They like to play on the beach."
685,RyQ3NeIGOd0,"What is the man saying while the word ""pen"" is shown in the video?","Oh, you picked this one to be different. How clever."
686,VQXl3K6Ke98,"What happens after the dog sees the dust mop?","It bites a corner of the mop and is pulled around the floor."
687,l3FhUhGwiKg,"What pain does the penguin feel?","It is ashamed that its tummy is too fat."
688,wJ0CRq17Gjo,"What question does Audrey Hepburn ask at the end of the video?","You're not rich, are you?"
689,fToWzoE1B2w,"What is the key change in the middle of the music?","It goes from major to minor, and then back to major."
690,R5PBO_p94LY,"What happens when a man tries to introduce a large cat to it's new litter box?","As a man tries to hold a large gray cat and show him his new litter box,  it keeps trying to bite him."
691,bgWMKKg4bJ8,"Why is a woman in a long white dress standing in front of a mirror and holding her cell phone in her hand?","The woman in a long white dress is standing in front of a mirror taking a selfie."
692,ne-USYlbypM,"What happens after the basketball player gets the ball in the basket?","A famous basketball player repeatedly throws balls into the basketball hoop."
693,eFsm8cFhAMc,"what device this cable charges?","Cell Phone"
694,dDfGMQ_iffA,"What is the advantage of drop bag shortcut with United Airlines?","With the drop bag shortcut, you can skip the line at the airport."
695,TP6QGXqGvIg,"What is happening in the video?","Two men are speaking to each other."
696,gjSw4zhlh24,"What does the woman say at the beginning of the video?","I've decided I'm going to start gaslighting men in 2023."
697,uL7AYSojjfY,"What does the woman do after removing her hair clip and her blue wig?","She removes the huge black button stuck to her right eye."
698,RSHWUlzVRnE,"What happens?","A man with an aggressive attitude kicks some chairs around in front of a female guard."
699,bLgiTzh5gU0,"what organ was cut off the chocolate man after the fingers?","Ear"
700,q8HvqKzHMQI,"how many soldiers we see?","three"
701,mXqcHJ7eAVU,"What happens after the woman pours the bowl of paint over the second floor railing?","The paint pours over a man's head."
702,OqhJBZDeY1k,"What happened at the end of the video?","After a man tries to hook a pipe to the wall with a zip tie it comes loose."
703,VoRzCHU297o,"Other than the jangling noise what sound is heard in this video?","A baby goat suckling milk from its mother."
704,pgqRjAuLLbM,"What is the last thing said in this video?","No other reason."
705,T71a7QIo8_o,"What is the name of the company selling these purses?","Carteras tejidas"
706,xidkX3ccXpk,"when does the puzzle like pendants appear?","after the single heart pendant"
707,WxhdU0WXWdY,"What kind of animal is walking toward the camera?","A big dog."
708,wmq3duiqSxw,"What happens when the Mentos are put in the bottle of Coke?","They fizz and generate enough gas to inflate a baloon"
709,h-tNu_6GNAs,"What is the mickey mouse character's friend  doing?","Trying to rescue Mickey."
710,Yk3fL5GfMZI,"What is incongruent about this toy Avengers figurine?","It is the Hulk body and feet but with the Iron Man gauntlet."
711,o7OT05WtGUM,"What's the purpose of the video?","To demonstrate a style of kick."
712,_qASc0uDJKE,"What is the kitten doing?","trying to break down a glass barrier."
713,jBtRRu1ck_Y,"How many children in the video?","Two"
714,is3RRCjdPPM,"where does the enemy of batman ends up?","behind bars"
715,mjjK8oxHi2U,"what religion uses Bindi?","Hindu"
716,kZ280lKp7Nk,"what kind of food is this?","raw sushi"
717,fIKbwzlYjdk,"What is the boy doing?","He shows that he has perfected control over his abdominal muscles to move them like a robot."
718,kScnfcZTGo8,"What happened the second time the girl opened the refrigerator door?","The girl ducked unlike the first time when the refrigerator knocked her onto the floor."
719,nsDPp1U1Ywc,"What happens when the girl cuts her hair?","We don't know. This prank video makes it appear she looks like a male friend of hers, but its really him."
